goos: darwin
goarch: arm64
pkg: github.com/bluetape4k/bluetape-go/compression
cpu: Apple M5
BenchmarkCompressorsDecompress/binary/small/zstd-10         	  142456	      8291 ns/op	 123.51 MB/s	         0.6660 compressed/original	       682.0 compressed_bytes	   16540 B/op	      41 allocs/op
BenchmarkCompressorsDecompress/binary/small/lz4-10          	 2082097	       575.7 ns/op	1778.69 MB/s	         0.8193 compressed/original	       839.0 compressed_bytes	    3127 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/binary/small/snappy-10       	  195188	      6475 ns/op	 158.15 MB/s	         0.7920 compressed/original	       811.0 compressed_bytes	  149808 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/binary/medium/gzip-10        	   21861	     54388 ns/op	 903.73 MB/s	         0.1055 compressed/original	      5186 compressed_bytes	  168816 B/op	     122 allocs/op
BenchmarkCompressorsDecompress/binary/medium/zlib-10        	   19202	     62108 ns/op	 791.40 MB/s	         0.1053 compressed/original	      5174 compressed_bytes	  168196 B/op	     123 allocs/op
BenchmarkCompressorsDecompress/binary/medium/deflate-10     	   23874	     50588 ns/op	 971.62 MB/s	         0.1051 compressed/original	      5168 compressed_bytes	  168112 B/op	     121 allocs/op
BenchmarkCompressorsDecompress/binary/medium/zstd-10        	   18032	     66444 ns/op	 739.76 MB/s	         0.1003 compressed/original	      4932 compressed_bytes	  367390 B/op	      56 allocs/op
BenchmarkCompressorsDecompress/binary/medium/lz4-10         	   80835	     14921 ns/op	3294.21 MB/s	         0.2249 compressed/original	     11055 compressed_bytes	  131307 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/binary/medium/snappy-10      	   47840	     24943 ns/op	1970.60 MB/s	         0.2168 compressed/original	     10656 compressed_bytes	  269360 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/binary/large/gzip-10         	    1956	    614375 ns/op	1280.05 MB/s	         0.07379 compressed/original	     58027 compressed_bytes	 2009813 B/op	      49 allocs/op
BenchmarkCompressorsDecompress/binary/large/zlib-10         	    1633	    746622 ns/op	1053.32 MB/s	         0.07377 compressed/original	     58015 compressed_bytes	 2009202 B/op	      50 allocs/op
BenchmarkCompressorsDecompress/binary/large/deflate-10      	    2220	    545696 ns/op	1441.15 MB/s	         0.07376 compressed/original	     58009 compressed_bytes	 2009109 B/op	      48 allocs/op
BenchmarkCompressorsDecompress/binary/large/zstd-10         	    2770	    434699 ns/op	1809.14 MB/s	         0.01992 compressed/original	     15666 compressed_bytes	11999960 B/op	      87 allocs/op
BenchmarkCompressorsDecompress/binary/large/lz4-10          	    6308	    188231 ns/op	4178.02 MB/s	         0.1501 compressed/original	    118079 compressed_bytes	 1666594 B/op	      28 allocs/op
BenchmarkCompressorsDecompress/binary/large/snappy-10       	    3882	    290084 ns/op	2711.05 MB/s	         0.2065 compressed/original	    162368 compressed_bytes	 2113459 B/op	      29 allocs/op
BenchmarkCompressorsDecompress/random/small/gzip-10         	  487612	      2503 ns/op	 409.18 MB/s	         1.027 compressed/original	      1052 compressed_bytes	   43408 B/op	      10 allocs/op
BenchmarkCompressorsDecompress/random/small/zlib-10         	  461506	      2563 ns/op	 399.52 MB/s	         1.016 compressed/original	      1040 compressed_bytes	   42788 B/op	      11 allocs/op
BenchmarkCompressorsDecompress/random/small/deflate-10      	  595053	      2030 ns/op	 504.50 MB/s	         1.010 compressed/original	      1034 compressed_bytes	   42704 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/random/small/zstd-10         	  186520	      6332 ns/op	 161.71 MB/s	         1.015 compressed/original	      1039 compressed_bytes	   13288 B/op	      38 allocs/op
BenchmarkCompressorsDecompress/random/small/lz4-10          	 2545233	       470.4 ns/op	2176.89 MB/s	         1.019 compressed/original	      1043 compressed_bytes	    3140 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/random/small/snappy-10       	  178142	      6989 ns/op	 146.51 MB/s	         1.018 compressed/original	      1042 compressed_bytes	  149808 B/op	       9 allocs/op
BenchmarkCompressorsDecompress/random/medium/gzip-10        	   78013	     15334 ns/op	3205.42 MB/s	         1.001 compressed/original	     49190 compressed_bytes	  162960 B/op	      22 allocs/op
BenchmarkCompressorsDecompress/random/medium/zlib-10        	   52208	     23118 ns/op	2126.14 MB/s	         1.001 compressed/original	     49178 compressed_bytes	  162341 B/op	      23 allocs/op
BenchmarkCompressorsDecompress/random/medium/deflate-10     	  112273	     10791 ns/op	4555.09 MB/s	         1.000 compressed/original	     49172 compressed_bytes	  162256 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/random/medium/zstd-10        	   44871	     26831 ns/op	1831.89 MB/s	         1.000 compressed/original	     49166 compressed_bytes	  283241 B/op	      50 allocs/op
BenchmarkCompressorsDecompress/random/medium/lz4-10         	  106276	     11290 ns/op	4353.67 MB/s	         1.000 compressed/original	     49171 compressed_bytes	  135290 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/random/medium/snappy-10      	   64657	     18629 ns/op	2638.50 MB/s	         1.000 compressed/original	     49170 compressed_bytes	  269360 B/op	      21 allocs/op
BenchmarkCompressorsDecompress/random/large/gzip-10         	    7273	    165430 ns/op	4753.86 MB/s	         1.000 compressed/original	    786695 compressed_bytes	 2007057 B/op	      30 allocs/op
BenchmarkCompressorsDecompress/random/large/zlib-10         	    4069	    296509 ns/op	2652.30 MB/s	         1.000 compressed/original	    786683 compressed_bytes	 2006440 B/op	      31 allocs/op
BenchmarkCompressorsDecompress/random/large/deflate-10      	   10000	    100408 ns/op	7832.37 MB/s	         1.000 compressed/original	    786677 compressed_bytes	 2006353 B/op	      29 allocs/op
BenchmarkCompressorsDecompress/random/large/zstd-10         	    4272	    256944 ns/op	3060.72 MB/s	         1.000 compressed/original	    786463 compressed_bytes	11585355 B/op	      60 allocs/op
BenchmarkCompressorsDecompress/random/large/lz4-10          	    8227	    145088 ns/op	5420.39 MB/s	         1.000 compressed/original	    786451 compressed_bytes	 1654896 B/op	      28 allocs/op
BenchmarkCompressorsDecompress/random/large/snappy-10       	    7016	    169753 ns/op	4632.80 MB/s	         1.000 compressed/original	    786538 compressed_bytes	 2113456 B/op	      29 allocs/op
PASS
ok  	github.com/bluetape4k/bluetape-go/compression	202.669s
